1/1000000,2.5772303813316494e8,4.204160858405449e-14
1/1000000,4.541106631367887e8,3.399803139442151e-14
1/1000000,6.504982881404126e8,2.9356906447740066e-14
1/1000000,8.468859131440363e8,2.700192952482017e-14
1/1000000,1.0432735381476603e9,2.5115657580062693e-14
1/1000000,1.239661163151284e9,2.506841595628357e-14
1/1000000,1.4360487881549077e9,2.3973444196846187e-14
1/1000000,1.6324364131585317e9,2.349142512019949e-14
1/1000000,1.8288240381621554e9,2.324143547342053e-14
1/1000000,2.025211663165779e9,2.2840149163297538e-14
1/1000000,2.221599288169403e9,2.2636494330965146e-14
1/1000000,2.417986913173027e9,2.249114536913052e-14
1/1000000,2.6143745381766505e9,2.2357351080453686e-14
1/1000000,2.8107621631802745e9,2.2258871841184367e-14
1/1000000,3.0071497881838984e9,2.221457136972094e-14
1/1000000,3.203537413187522e9,2.221457136972094e-14
1/1000000,3.399925038191146e9,2.221457136972094e-14
1/1000000,3.59631266319477e9,2.221457136972094e-14
1/1000000,3.7927002881983933e9,Infinity
1/1000000,3.9890879132020173e9,Infinity
1/1000000,4.1854755382056413e9,Infinity
1/1000000,4.381863163209265e9,Infinity
1/1000000,4.57825078821289e9,Infinity
1/1000000,4.774638413216513e9,Infinity
1/1000000,4.971026038220137e9,Infinity
1/1000000,5.167413663223761e9,Infinity
1/1000000,5.363801288227385e9,Infinity
1/1000000,5.560188913231009e9,Infinity
1/1000000,5.7565765382346325e9,Infinity
1/1000000,5.9529641632382555e9,Infinity
1/1000000,6.149351788241879e9,Infinity
1/1000000,6.345739413245503e9,Infinity
1/1000000,6.542127038249127e9,Infinity
1/1000000,6.738514663252751e9,Infinity
1/1000000,6.934902288256375e9,Infinity
1/1000000,7.131289913259999e9,Infinity
1/1000000,7.327677538263622e9,Infinity
1/1000000,7.524065163267246e9,Infinity
1/1000000,7.72045278827087e9,Infinity
1/1000000,7.916840413274494e9,Infinity
1/1000000,8.113228038278118e9,Infinity
1/1000000,8.309615663281742e9,Infinity
1/1000000,8.506003288285365e9,Infinity
1/1000000,8.702390913288988e9,Infinity
1/1000000,8.898778538292614e9,Infinity
1/1000000,9.095166163296236e9,Infinity
1/1000000,9.29155378829986e9,Infinity
1/1000000,9.487941413303484e9,Infinity
1/1000000,9.684329038307108e9,Infinity
1/1000000,9.880716663310732e9,Infinity
1/1000000,1.0077104288314356e10,Infinity
1/1000000,1.027349191331798e10,Infinity
1/1000000,1.0469879538321604e10,Infinity
1/1000000,1.0666267163325228e10,Infinity
1/1000000,1.0862654788328852e10,Infinity
1/1000000,1.1059042413332476e10,Infinity
1/1000000,1.12554300383361e10,Infinity
1/1000000,1.1451817663339724e10,Infinity
1/1000000,1.1648205288343346e10,Infinity
1/1000000,1.184459291334697e10,Infinity
1/1000000,1.2040980538350594e10,Infinity
1/1000000,1.2237368163354218e10,Infinity
1/1000000,1.2433755788357841e10,Infinity
1/1000000,1.2630143413361465e10,Infinity
1/1000000,1.282653103836509e10,Infinity
1/1000000,1.3022918663368713e10,Infinity
1/1000000,1.3219306288372337e10,Infinity
1/1000000,1.3415693913375961e10,Infinity
1/1000000,1.3612081538379585e10,Infinity
1/1000000,1.380846916338321e10,Infinity
1/1000000,1.4004856788386833e10,Infinity
1/1000000,1.4201244413390455e10,Infinity
1/1000000,1.439763203839408e10,Infinity
1/1000000,1.4594019663397703e10,Infinity
1/1000000,1.4790407288401327e10,Infinity
1/1000000,1.4986794913404951e10,Infinity
1/1000000,1.5183182538408575e10,Infinity
1/1000000,1.5379570163412199e10,Infinity
1/1000000,1.5575957788415823e10,Infinity
1/1000000,1.5772345413419447e10,Infinity
