1/1000000,9.265697526563057e8,3.4442480908315293e-13
1/1000000,9.415652427592803e8,3.4442480908315293e-13
1/1000000,9.565607328622551e8,3.4442480908315293e-13
1/1000000,9.715562229652299e8,3.4442480908315293e-13
1/1000000,9.865517130682046e8,4.146461964364631e-13
1/1000000,1.0015472031711793e9,6.665387392933974e-14
1/1000000,1.0165426932741541e9,6.665387392933974e-14
1/1000000,1.0315381833771288e9,6.665387392933974e-14
1/1000000,1.0465336734801035e9,6.665387392933974e-14
1/1000000,1.0615291635830783e9,3.51951648421142e-13
1/1000000,1.076524653686053e9,2.01043008849233e-13
1/1000000,1.0915201437890277e9,2.01043008849233e-13
1/1000000,1.1065156338920026e9,2.01043008849233e-13
1/1000000,1.1215111239949772e9,2.01043008849233e-13
1/1000000,1.136506614097952e9,2.942873503473385e-13
1/1000000,1.1515021042009268e9,2.942873503473385e-13
1/1000000,1.1664975943039014e9,2.942873503473385e-13
1/1000000,1.181493084406876e9,3.2482696042757395e-13
1/1000000,1.196488574509851e9,3.471354611112003e-13
1/1000000,1.2114840646128254e9,3.0754937283744825e-13
1/1000000,1.2264795547158003e9,3.0754937283744825e-13
1/1000000,1.2414750448187752e9,2.40439992156735e-13
1/1000000,1.2564705349217496e9,6.325354650600766e-14
1/1000000,1.2714660250247245e9,6.325354650600766e-14
1/1000000,1.2864615151276994e9,6.325354650600766e-14
1/1000000,1.3014570052306743e9,6.325354650600766e-14
1/1000000,1.3164524953336487e9,2.5759486106577373e-13
1/1000000,1.3314479854366236e9,2.5759486106577373e-13
1/1000000,1.3464434755395985e9,2.5759486106577373e-13
1/1000000,1.3614389656425729e9,2.5759486106577373e-13
1/1000000,1.3764344557455478e9,1.9607453597245665e-13
1/1000000,1.3914299458485227e9,1.9607453597245665e-13
1/1000000,1.406425435951497e9,1.9607453597245665e-13
1/1000000,1.421420926054472e9,6.18604858059071e-14
1/1000000,1.4364164161574469e9,6.18604858059071e-14
1/1000000,1.4514119062604213e9,6.18604858059071e-14
1/1000000,1.4664073963633962e9,6.18604858059071e-14
1/1000000,1.481402886466371e9,2.1098268192167046e-13
1/1000000,1.4963983765693455e9,2.1098268192167046e-13
1/1000000,1.5113938666723204e9,2.1098268192167046e-13
1/1000000,1.5263893567752953e9,6.098887693947619e-14
1/1000000,1.5413848468782697e9,6.098887693947619e-14
1/1000000,1.5563803369812446e9,6.098887693947619e-14
1/1000000,1.5713758270842195e9,6.098887693947619e-14
1/1000000,1.5863713171871939e9,1.0716796630374962e-13
1/1000000,1.6013668072901688e9,1.0716796630374962e-13
1/1000000,1.6013668072901688e9,1.0716796630374962e-13
1/1000000,1.6313577874961183e9,1.971074088120392e-13
1/1000000,1.6613487677020676e9,1.25756012251471e-13
1/1000000,1.6913397479080172e9,1.25756012251471e-13
1/1000000,1.7213307281139667e9,1.4508340688011914e-13
1/1000000,1.7513217083199162e9,1.4508340688011914e-13
1/1000000,1.7813126885258656e9,1.8539913661019282e-13
1/1000000,1.811303668731815e9,1.6165294277188597e-13
1/1000000,1.8412946489377646e9,1.6165294277188597e-13
1/1000000,1.871285629143714e9,7.802552865117829e-14
1/1000000,1.9012766093496635e9,7.802552865117829e-14
1/1000000,1.931267589555613e9,1.1567042315911858e-13
1/1000000,1.9612585697615623e9,1.1567042315911858e-13
1/1000000,1.991249549967512e9,1.3364999547357206e-13
1/1000000,2.0212405301734614e9,9.430335115427808e-14
1/1000000,2.0512315103794107e9,9.430335115427808e-14
1/1000000,2.0812224905853603e9,1.3020766384619053e-13
1/1000000,2.1112134707913098e9,1.1044190553897519e-13
1/1000000,2.1412044509972591e9,7.452248898864014e-14
1/1000000,2.171195431203209e9,7.452248898864014e-14
1/1000000,2.201186411409158e9,1.2539206908733794e-13
1/1000000,2.2311773916151075e9,1.0700177715899582e-13
1/1000000,2.2611683718210573e9,8.975655415153484e-14
1/1000000,2.2911593520270066e9,8.975655415153484e-14
1/1000000,2.321150332232956e9,1.0449172776724974e-13
1/1000000,2.3511413124389057e9,7.257317478577764e-14
1/1000000,2.381132292644855e9,7.257317478577764e-14
1/1000000,2.4111232728508043e9,8.703233067104312e-14
1/1000000,2.441114253056754e9,8.703233067104312e-14
1/1000000,2.4711052332627034e9,7.124179205654951e-14
1/1000000,2.5010962134686527e9,7.124179205654951e-14
1/1000000,2.5310871936746025e9,1.0099160014657096e-13
1/1000000,2.561078173880552e9,8.512588038542633e-14
1/1000000,2.591069154086501e9,8.512588038542633e-14
1/1000000,2.621060134292451e9,7.024328782263951e-14
1/1000000,2.6510511144984e9,7.024328782263951e-14
1/1000000,2.6810420947043495e9,8.368316149109056e-14
1/1000000,2.7110330749102993e9,6.945489790539924e-14
1/1000000,2.7410240551162486e9,6.945489790539924e-14
1/1000000,2.771015035322198e9,8.253803000948496e-14
1/1000000,2.8010060155281477e9,6.880884244887625e-14
1/1000000,2.830996995734097e9,6.880884244887625e-14
1/1000000,2.8609879759400463e9,8.159941207548478e-14
1/1000000,2.890978956145996e9,6.826503273639969e-14
1/1000000,2.9209699363519454e9,6.826503273639969e-14
1/1000000,2.9509609165578947e9,8.081208631560703e-14
1/1000000,2.9809518967638445e9,6.78083383391652e-14
1/1000000,3.010942876969794e9,6.78083383391652e-14
1/1000000,3.040933857175743e9,6.741501530381896e-14
1/1000000,3.070924837381693e9,6.741501530381896e-14
1/1000000,3.100915817587642e9,7.912591160577269e-14
3/1000000,4.942264246141601e8,4.73333102769697e-12
3/1000000,5.300326712106788e8,4.113567325948953e-12
3/1000000,5.658389178071976e8,3.760324429731529e-12
3/1000000,6.016451644037162e8,3.31394870768643e-12
3/1000000,6.37451411000235e8,2.9981888702739697e-12
3/1000000,6.732576575967536e8,2.702060273672815e-12
3/1000000,7.090639041932724e8,2.4181910163801576e-12
3/1000000,7.448701507897911e8,2.2377526795563784e-12
3/1000000,7.806763973863099e8,2.0644630544641807e-12
3/1000000,8.164826439828285e8,1.8180487383848779e-12
3/1000000,8.522888905793471e8,1.7393885293301682e-12
3/1000000,8.880951371758659e8,1.5905012381459637e-12
3/1000000,9.239013837723846e8,1.445685754777356e-12
3/1000000,9.597076303689034e8,1.3758918373930111e-12
3/1000000,9.955138769654222e8,1.2392988445257047e-12
3/1000000,1.0313201235619407e9,1.177442982444888e-12
3/1000000,1.0671263701584594e9,1.1147890085831378e-12
3/1000000,1.1029326167549782e9,1.053987030928334e-12
3/1000000,1.138738863351497e9,9.949700796760885e-13
3/1000000,1.1745451099480157e9,9.377054106176546e-13
3/1000000,1.2103513565445342e9,8.82196715021185e-13
3/1000000,1.246157603141053e9,8.28501800956402e-13
3/1000000,1.2819638497375717e9,7.785421669196097e-13
3/1000000,1.3177700963340905e9,7.282958181493696e-13
3/1000000,1.3535763429306092e9,6.798127691382573e-13
3/1000000,1.389382589527128e9,6.33131395606168e-13
3/1000000,1.4251888361236465e9,6.33131395606168e-13
3/1000000,1.4609950827201653e9,5.881565931222301e-13
3/1000000,1.496801329316684e9,5.433387822301239e-13
3/1000000,1.5326075759132028e9,5.433387822301239e-13
3/1000000,1.5684138225097213e9,5.035268492401778e-13
3/1000000,1.60422006910624e9,5.035268492401778e-13
3/1000000,1.6400263157027588e9,4.637495621577397e-13
3/1000000,1.6758325622992775e9,4.637495621577397e-13
3/1000000,1.7116388088957963e9,4.2580788664182134e-13
3/1000000,1.7474450554923148e9,4.2580788664182134e-13
3/1000000,1.7832513020888336e9,3.895407988415946e-13
3/1000000,1.8190575486853523e9,3.895407988415946e-13
3/1000000,1.854863795281871e9,3.5511102940868155e-13
3/1000000,1.8906700418783898e9,3.5511102940868155e-13
3/1000000,1.9264762884749084e9,3.5511102940868155e-13
3/1000000,1.962282535071427e9,5.8464135410029e-14
3/1000000,1.9980887816679459e9,5.8464135410029e-14
3/1000000,2.0338950282644646e9,5.8464135410029e-14
3/1000000,2.0697012748609834e9,5.8464135410029e-14
3/1000000,2.1055075214575021e9,2.917360801629406e-13
3/1000000,2.1413137680540206e9,2.6393923871760703e-13
3/1000000,2.1771200146505394e9,2.6393923871760703e-13
3/1000000,2.2129262612470584e9,2.6393923871760703e-13
3/1000000,2.248732507843577e9,2.3711247174231627e-13
3/1000000,2.284538754440096e9,2.3711247174231627e-13
3/1000000,2.3203450010366144e9,2.3711247174231627e-13
3/1000000,2.356151247633133e9,5.70766122933013e-14
3/1000000,2.391957494229652e9,5.70766122933013e-14
3/1000000,2.4277637408261704e9,5.70766122933013e-14
3/1000000,2.4635699874226894e9,5.70766122933013e-14
3/1000000,2.499376234019208e9,1.9041062695284272e-13
3/1000000,2.5351824806157265e9,1.575587141911116e-13
3/1000000,2.5709887272122455e9,1.575587141911116e-13
3/1000000,2.606794973808764e9,1.575587141911116e-13
3/1000000,2.6426012204052825e9,5.634717919313982e-14
3/1000000,2.6784074670018015e9,5.634717919313982e-14
3/1000000,2.71421371359832e9,5.634717919313982e-14
3/1000000,2.750019960194839e9,5.634717919313982e-14
3/1000000,2.7858262067913575e9,2.1499394184818533e-13
3/1000000,2.821632453387876e9,2.1249876027871642e-13
3/1000000,2.857438699984395e9,5.5868371902179735e-14
3/1000000,2.8932449465809135e9,5.5868371902179735e-14
3/1000000,2.9290511931774325e9,5.5868371902179735e-14
3/1000000,2.964857439773951e9,5.5868371902179735e-14
3/1000000,3.0006636863704696e9,1.9051682952117118e-13
3/1000000,3.0364699329669886e9,5.5522144267385097e-14
3/1000000,3.072276179563507e9,5.5522144267385097e-14
3/1000000,3.108082426160026e9,5.5522144267385097e-14
3/1000000,3.1438886727565446e9,5.5522144267385097e-14
3/1000000,3.179694919353063e9,5.5255410210497766e-14
3/1000000,3.215501165949582e9,5.5255410210497766e-14
3/1000000,3.2513074125461006e9,5.5255410210497766e-14
3/1000000,3.2871136591426196e9,5.5255410210497766e-14
3/1000000,3.322919905739138e9,5.504155808338008e-14
3/1000000,3.3587261523356566e9,5.504155808338008e-14
3/1000000,3.3945323989321756e9,5.504155808338008e-14
3/1000000,3.430338645528694e9,5.504155808338008e-14
3/1000000,3.466144892125213e9,5.486576801003572e-14
3/1000000,3.5019511387217317e9,5.486576801003572e-14
3/1000000,3.5377573853182507e9,5.486576801003572e-14
3/1000000,3.573563631914769e9,5.4718687030891145e-14
3/1000000,3.6093698785112877e9,5.4718687030891145e-14
3/1000000,3.6451761251078067e9,5.459325236292883e-14
3/1000000,3.680982371704325e9,5.459325236292883e-14
3/1000000,3.716788618300844e9,5.459325236292883e-14
3/1000000,3.7525948648973627e9,5.4484961884703985e-14
3/1000000,3.788401111493881e9,5.4484961884703985e-14
3/1000000,3.8242073580904e9,5.4390537342908855e-14
3/1000000,3.8600136046869187e9,5.4390537342908855e-14
3/1000000,3.8958198512834377e9,5.430752824627488e-14
3/1000000,3.9316260978799562e9,5.430752824627488e-14
3/1000000,3.967432344476475e9,5.423405553011437e-14
3/1000000,4.0032385910729938e9,5.423405553011437e-14
3/1000000,4.0390448376695123e9,5.4168651320019634e-14
3/1000000,4.0748510842660313e9,5.4168651320019634e-14
3/1000000,4.0748510842660313e9,5.4168651320019634e-14
3/1000000,4.146463577459069e9,5.4058159957839716e-14
3/1000000,4.2180760706521063e9,5.4012792622327374e-14
3/1000000,4.2896885638451433e9,5.3936930010987677e-14
3/1000000,4.361301057038181e9,5.384641781645765e-14
3/1000000,4.432913550231218e9,5.3798038790943796e-14
3/1000000,4.504526043424255e9,5.3739196737347316e-14
3/1000000,4.576138536617293e9,5.366863249889221e-14
3/1000000,4.64775102981033e9,5.361304956849213e-14
3/1000000,4.719363523003368e9,5.3597588961686344e-14
3/1000000,4.790976016196405e9,5.3597588961686344e-14
3/1000000,4.862588509389442e9,9.920807291767316e-14
3/1000000,4.93420100258248e9,6.063396829973421e-14
3/1000000,5.005813495775517e9,6.063396829973421e-14
3/1000000,5.077425988968555e9,6.765677543482776e-14
3/1000000,5.1490384821615925e9,6.765677543482776e-14
3/1000000,5.2206509753546295e9,6.006706706199016e-14
3/1000000,5.2922634685476675e9,6.006706706199016e-14
3/1000000,5.363875961740705e9,8.743647270217828e-14
3/1000000,5.435488454933743e9,5.964088513276463e-14
3/1000000,5.50710094812678e9,5.964088513276463e-14
3/1000000,5.578713441319817e9,6.613871082477426e-14
3/1000000,5.650325934512855e9,5.930584162201709e-14
3/1000000,5.721938427705892e9,5.930584162201709e-14
3/1000000,5.79355092089893e9,7.826565964586448e-14
3/1000000,5.865163414091967e9,5.9034275581178e-14
3/1000000,5.936775907285004e9,5.9034275581178e-14
3/1000000,6.008388400478042e9,5.880928864034501e-14
3/1000000,6.08000089367108e9,5.880928864034501e-14
3/1000000,6.151613386864117e9,5.862935221109507e-14
3/1000000,6.223225880057154e9,5.847912617768148e-14
3/1000000,6.294838373250191e9,5.83489089998278e-14
3/1000000,6.366450866443229e9,5.83489089998278e-14
3/1000000,6.438063359636267e9,5.82350542482116e-14
3/1000000,6.509675852829304e9,5.813480860528167e-14
3/1000000,6.581288346022341e9,5.804610961104607e-14
3/1000000,6.652900839215378e9,5.789720439113408e-14
3/1000000,6.724513332408416e9,5.783840103957097e-14
3/1000000,6.796125825601454e9,5.775071740499907e-14
3/1000000,6.867738318794491e9,5.7655738676873e-14
3/1000000,6.939350811987528e9,5.757342124595717e-14
3/1000000,7.010963305180565e9,5.750326251901575e-14
3/1000000,7.082575798373603e9,5.750326251901575e-14
3/1000000,7.154188291566641e9,6.252148837224316e-14
3/1000000,7.225800784759678e9,6.240797770615029e-14
3/1000000,7.297413277952715e9,6.22716513991583e-14
3/1000000,7.369025771145752e9,6.214152594277405e-14
3/1000000,7.44063826433879e9,6.20347004091408e-14
3/1000000,7.512250757531828e9,6.191570304400195e-14
3/1000000,7.583863250724865e9,6.179769919220955e-14
3/1000000,7.655475743917902e9,6.179769919220955e-14
1/200000,6.829213054580009e8,3.5268121289241586e-12
1/200000,7.290285577030355e8,3.129153994948859e-12
1/200000,7.7513580994807e8,2.7817948429175523e-12
1/200000,8.212430621931045e8,2.4779479232722034e-12
1/200000,8.673503144381391e8,2.2444020015540223e-12
1/200000,9.134575666831737e8,2.075764121560201e-12
1/200000,9.595648189282082e8,1.8838248696789995e-12
1/200000,1.0056720711732428e9,1.7316204871904054e-12
1/200000,1.0517793234182773e9,1.6018133636351474e-12
1/200000,1.097886575663312e9,1.4773175032936062e-12
1/200000,1.1439938279083464e9,1.3579591192781434e-12
1/200000,1.1901010801533809e9,1.2550804333932142e-12
1/200000,1.2362083323984156e9,1.1471445851303597e-12
1/200000,1.2823155846434503e9,1.0842355244519394e-12
1/200000,1.3284228368884845e9,1.0235830106563682e-12
1/200000,1.3745300891335192e9,9.425662845539387e-13
1/200000,1.4206373413785539e9,8.929394227667007e-13
1/200000,1.4667445936235883e9,8.406616550682948e-13
1/200000,1.5128518458686228e9,7.958312178884691e-13
1/200000,1.5589590981136575e9,7.523265574948963e-13
1/200000,1.605066350358692e9,7.101122169652002e-13
1/200000,1.6511736026037264e9,6.691544765070771e-13
1/200000,1.697280854848761e9,6.349709313239118e-13
1/200000,1.7433881070937958e9,5.962784392653757e-13
1/200000,1.7894953593388302e9,5.861043558257808e-13
1/200000,1.8356026115838647e9,5.507270385957382e-13
1/200000,1.8817098638288994e9,5.196618009422362e-13
1/200000,1.9278171160739338e9,4.892447517399068e-13
1/200000,1.9739243683189683e9,4.810847021512486e-13
1/200000,2.020031620564003e9,4.519572241737236e-13
1/200000,2.0661388728090374e9,4.444050496788286e-13
1/200000,2.1122461250540721e9,4.20015035869999e-13
1/200000,2.1583533772991066e9,4.1308567975467484e-13
1/200000,2.204460629544141e9,3.883177634620382e-13
1/200000,2.250567881789176e9,5.734870546592003e-14
1/200000,2.29667513403421e9,5.734870546592003e-14
1/200000,2.342782386279245e9,5.734870546592003e-14
1/200000,2.3888896385242796e9,5.734870546592003e-14
1/200000,2.434996890769314e9,3.2673620831741284e-13
1/200000,2.4811041430143485e9,3.076421309331814e-13
1/200000,2.527211395259383e9,3.0287146303525153e-13
1/200000,2.5733186475044174e9,2.980966794079907e-13
1/200000,2.619425899749452e9,2.7977932757571033e-13
1/200000,2.665533151994487e9,2.7548551794115207e-13
1/200000,2.711640404239521e9,2.7334275220164717e-13
1/200000,2.7577476564845557e9,2.5560198776662633e-13
1/200000,2.8038549087295904e9,5.593650839773612e-14
1/200000,2.8499621609746246e9,5.593650839773612e-14
1/200000,2.89606941321966e9,5.593650839773612e-14
1/200000,2.942176665464694e9,5.593650839773612e-14
1/200000,2.9882839177097282e9,2.275766982605051e-13
1/200000,3.0343911699547634e9,2.1259336451420567e-13
1/200000,3.0804984221997976e9,2.1108657377531942e-13
1/200000,3.126605674444832e9,2.0807484617064608e-13
1/200000,3.172712926689867e9,5.523935971242826e-14
1/200000,3.218820178934901e9,5.523935971242826e-14
1/200000,3.2649274311799355e9,5.523935971242826e-14
1/200000,3.3110346834249706e9,5.523935971242826e-14
1/200000,3.357141935670005e9,1.8611144059815684e-13
1/200000,3.403249187915039e9,1.734541550752344e-13
1/200000,3.449356440160074e9,1.723056940512317e-13
1/200000,3.4954636924051085e9,5.4794707970487184e-14
1/200000,3.5415709446501436e9,5.4794707970487184e-14
1/200000,3.587678196895178e9,5.4794707970487184e-14
1/200000,3.633785449140212e9,5.4794707970487184e-14
1/200000,3.679892701385247e9,1.5447435725718048e-13
1/200000,3.7259999536302814e9,5.4478726750505246e-14
1/200000,3.7721072058753157e9,5.4478726750505246e-14
1/200000,3.818214458120351e9,5.4478726750505246e-14
1/200000,3.864321710365385e9,5.4478726750505246e-14
1/200000,3.9104289626104193e9,1.307104005776148e-13
1/200000,3.9565362148554544e9,5.4240019515464334e-14
1/200000,4.0026434671004887e9,5.4240019515464334e-14
1/200000,4.048750719345523e9,5.4240019515464334e-14
1/200000,4.094857971590558e9,5.4240019515464334e-14
1/200000,4.1409652238355923e9,5.4052383235827046e-14
1/200000,4.1870724760806265e9,5.4052383235827046e-14
1/200000,4.2331797283256617e9,5.4052383235827046e-14
1/200000,4.279286980570696e9,5.390095536788429e-14
1/200000,4.325394232815731e9,5.390095536788429e-14
1/200000,4.371501485060765e9,5.390095536788429e-14
1/200000,4.4176087373057995e9,5.390095536788429e-14
1/200000,4.463715989550835e9,5.377691905781912e-14
1/200000,4.509823241795869e9,5.377691905781912e-14
1/200000,4.555930494040903e9,5.367370340152855e-14
1/200000,4.602037746285938e9,5.367370340152855e-14
1/200000,4.6481449985309725e9,5.367370340152855e-14
1/200000,4.694252250776007e9,5.358673106867057e-14
1/200000,4.740359503021042e9,5.358673106867057e-14
1/200000,4.786466755266076e9,5.351261397910169e-14
1/200000,4.83257400751111e9,5.351261397910169e-14
1/200000,4.8786812597561455e9,5.3450153293750104e-14
1/200000,4.92478851200118e9,5.33975841235687e-14
1/200000,4.970895764246214e9,5.33975841235687e-14
1/200000,5.017003016491249e9,5.3352048310030904e-14
1/200000,5.063110268736283e9,5.331210622605733e-14
1/200000,5.109217520981318e9,5.327711599754906e-14
1/200000,5.155324773226353e9,5.327711599754906e-14
1/200000,5.201432025471387e9,5.324656519591594e-14
1/200000,5.247539277716422e9,5.319553376647825e-14
1/200000,5.293646529961456e9,5.317424026876396e-14
1/200000,5.293646529961456e9,5.317424026876396e-14
1/200000,5.385861034451526e9,5.311406933446752e-14
1/200000,5.478075538941594e9,5.306045032907754e-14
1/200000,5.5702900434316635e9,5.305516243031521e-14
1/200000,5.662504547921733e9,5.305516243031521e-14
1/200000,5.754719052411802e9,6.575426927709323e-14
1/200000,5.846933556901871e9,8.427407221355598e-14
1/200000,5.93914806139194e9,8.395982622173123e-14
1/200000,6.0313625658820095e9,5.876157478768759e-14
1/200000,6.123577070372078e9,5.876157478768759e-14
1/200000,6.215791574862147e9,7.661023591596787e-14
1/200000,6.308006079352217e9,7.601740432129207e-14
1/200000,6.400220583842285e9,7.55764088395547e-14
1/200000,6.492435088332355e9,5.81143804706011e-14
1/200000,6.584649592822424e9,5.81143804706011e-14
1/200000,6.676864097312492e9,7.447866611059427e-14
1/200000,6.769078601802562e9,6.323974960315046e-14
1/200000,6.861293106292631e9,5.767801020781404e-14
1/200000,6.953507610782701e9,5.767801020781404e-14
1/200000,7.045722115272769e9,6.797088178206265e-14
1/200000,7.137936619762838e9,5.737124493919534e-14
1/200000,7.230151124252908e9,5.737124493919534e-14
1/200000,7.322365628742977e9,6.727807826562211e-14
1/200000,7.414580133233046e9,5.71379865531439e-14
1/200000,7.506794637723115e9,5.71379865531439e-14
1/200000,7.599009142213184e9,5.695373579777741e-14
1/200000,7.691223646703253e9,5.695373579777741e-14
1/200000,7.783438151193322e9,5.674173453629895e-14
1/200000,7.875652655683392e9,5.6675057968183004e-14
1/200000,7.96786716017346e9,5.660879751833698e-14
1/200000,8.060081664663529e9,5.6520126709463404e-14
1/200000,8.152296169153599e9,5.644416911304056e-14
1/200000,8.244510673643667e9,5.638527428651015e-14
1/200000,8.336725178133737e9,5.630434754311761e-14
1/200000,8.428939682623806e9,5.6230817696893224e-14
1/200000,8.521154187113874e9,5.6170304078200265e-14
1/200000,8.613368691603945e9,5.6170304078200265e-14
1/200000,8.705583196094013e9,6.03011716505977e-14
1/200000,8.797797700584082e9,6.018392802545945e-14
1/200000,8.890012205074152e9,6.00785626769925e-14
1/200000,8.98222670956422e9,5.997355123908295e-14
1/200000,9.07444121405429e9,5.986722869716039e-14
1/200000,9.16665571854436e9,5.976763153722967e-14
1/200000,9.258870223034428e9,5.968267320088687e-14
1/200000,9.351084727524498e9,5.960040294138783e-14
1/200000,9.443299232014566e9,5.948381972459531e-14
1/200000,9.535513736504635e9,5.939099396337327e-14
1/200000,9.627728240994705e9,5.93386055186517e-14
1/200000,9.719942745484774e9,5.93386055186517e-14
1/200000,9.812157249974842e9,6.29124797786742e-14
1/200000,9.904371754464912e9,6.29124797786742e-14
7/1000000,7.286817483795356e8,3.219942064436996e-12
7/1000000,7.825068104293096e8,2.7971392477599585e-12
7/1000000,8.363318724790838e8,2.530471358372947e-12
7/1000000,8.90156934528858e8,2.2519612216201375e-12
7/1000000,9.43981996578632e8,2.016435913342528e-12
7/1000000,9.97807058628406e8,1.816847667196131e-12
7/1000000,1.0516321206781802e9,1.6418363326074493e-12
7/1000000,1.1054571827279544e9,1.5040332256265833e-12
7/1000000,1.1592822447777286e9,1.3874574828484027e-12
7/1000000,1.2131073068275025e9,1.2756882269864494e-12
7/1000000,1.2669323688772767e9,1.1687358367488727e-12
7/1000000,1.3207574309270506e9,1.0790646109909335e-12
7/1000000,1.3745824929768248e9,1.0093826876245093e-12
7/1000000,1.428407555026599e9,9.244349258893847e-13
7/1000000,1.482232617076373e9,8.703580306995384e-13
7/1000000,1.5360576791261473e9,7.988158093025868e-13
7/1000000,1.5898827411759214e9,7.563697845383645e-13
7/1000000,1.6437078032256956e9,7.084714628560812e-13
7/1000000,1.6975328652754695e9,6.68926321714937e-13
7/1000000,1.7513579273252435e9,6.305569226170011e-13
7/1000000,1.8051829893750176e9,5.93419347473069e-13
7/1000000,1.8590080514247918e9,5.626750151009273e-13
7/1000000,1.912833113474566e9,5.288886862038366e-13
7/1000000,1.9666581755243402e9,5.144022602239478e-13
7/1000000,2.0204832375741143e9,4.860176219836312e-13
7/1000000,2.0743082996238885e9,4.581658352753323e-13
7/1000000,2.1281333616736627e9,4.308736516959672e-13
7/1000000,2.1819584237234364e9,4.2321861280078445e-13
7/1000000,2.2357834857732105e9,3.971123754836221e-13
7/1000000,2.2896085478229847e9,5.714979019813867e-14
7/1000000,2.343433609872759e9,5.714979019813867e-14
7/1000000,2.397258671922533e9,5.714979019813867e-14
7/1000000,2.451083733972307e9,5.714979019813867e-14
7/1000000,2.5049087960220814e9,3.172907414491332e-13
7/1000000,2.5587338580718555e9,3.119413251486122e-13
7/1000000,2.612558920121629e9,3.06598075812949e-13
7/1000000,2.6663839821714034e9,2.8953897450759036e-13
7/1000000,2.7202090442211776e9,2.846970092884125e-13
7/1000000,2.7740341062709517e9,2.6564994458955657e-13
7/1000000,2.827859168320726e9,2.6347014909701793e-13
7/1000000,2.8816842303705e9,2.449244390250456e-13
7/1000000,2.9355092924202743e9,2.4297694640112365e-13
7/1000000,2.9893343544700484e9,2.390813942706835e-13
7/1000000,3.0431594165198226e9,5.548053469989035e-14
7/1000000,3.0969844785695963e9,5.548053469989035e-14
7/1000000,3.1508095406193705e9,5.548053469989035e-14
7/1000000,3.2046346026691446e9,5.548053469989035e-14
7/1000000,3.258459664718919e9,1.6995465480140016e-13
7/1000000,3.312284726768693e9,1.6995465480140016e-13
7/1000000,3.366109788818467e9,1.6995465480140016e-13
7/1000000,3.4199348508682413e9,1.8411303309525526e-13
7/1000000,3.4737599129180155e9,1.8141738042362743e-13
7/1000000,3.5275849749677896e9,5.4749201917244886e-14
